Wall time,Step,Value
1733741822.7753642,49,0.9674356579780579
1733741831.8041468,99,0.9791513681411743
1733741840.828497,149,0.9838635921478271
1733741849.8359787,199,0.9856927990913391
1733741858.9467158,249,0.9867904186248779
1733741867.9825797,299,0.9876962304115295
1733741877.0108945,349,0.9884821176528931
1733741886.0371552,399,0.9890127182006836
1733741895.151113,449,0.9892597794532776
1733741904.177301,499,0.9895527958869934
1733741913.204926,549,0.9898532032966614
1733741922.2302177,599,0.990075409412384
1733741931.2570426,649,0.9902135729789734
1733741940.2836845,699,0.9902048110961914
1733741949.3103952,749,0.9902210235595703
1733741958.3356564,799,0.9902706146240234
1733741967.3607378,849,0.9903568029403687
1733741976.388038,899,0.9905041456222534
1733741985.4130583,949,0.9904146194458008
1733741994.4406478,999,0.990382730960846
1733742003.4650502,1049,0.9904235005378723
1733742012.4919422,1099,0.9905247688293457
1733742021.5191157,1149,0.9906034469604492
1733742030.5421727,1199,0.9906603097915649
1733742039.5711396,1249,0.9907302856445312
1733742048.6033409,1299,0.9908106923103333
1733742057.6313176,1349,0.9908362030982971
1733742066.6573412,1399,0.9908623695373535
1733742075.684166,1449,0.9908591508865356
1733742084.7094076,1499,0.990860641002655
1733742093.7366307,1549,0.9908607006072998
1733742102.795369,1599,0.9908672571182251
1733742111.831724,1649,0.9909024834632874
1733742120.8581285,1699,0.9909214973449707
1733742129.8829103,1749,0.990974485874176
1733742138.9100246,1799,0.9910255074501038
1733742147.943423,1849,0.9910486340522766
1733742156.9692695,1899,0.9910815954208374
1733742165.993177,1949,0.9911158680915833
1733742175.019413,1999,0.9911158680915833
1733742184.045597,2049,0.991144597530365
1733742193.0767632,2099,0.9911726117134094
1733742202.105925,2149,0.9911776781082153
1733742211.1354425,2199,0.9911997318267822
1733742220.1614823,2249,0.9912258982658386
1733742229.1881099,2299,0.9912619590759277
1733742238.2137413,2349,0.9912789463996887
1733742247.2615657,2399,0.9912897348403931
1733742256.5576441,2449,0.9913135766983032
1733742265.867545,2499,0.9913275241851807
1733742275.1904156,2549,0.9913414716720581
1733742284.5120046,2599,0.9913638830184937
1733742293.8281698,2649,0.9913851618766785
1733742349.3900478,2699,0.9920547604560852
1733742358.8609014,2749,0.9925476312637329
1733742368.313359,2799,0.992721676826477
1733742377.7870426,2849,0.9920642375946045
1733742387.256204,2899,0.9921524524688721
1733742396.7369423,2949,0.9919828176498413
1733742406.2026763,2999,0.9921852946281433
1733742415.6540856,3049,0.992280900478363
1733742425.123995,3099,0.9922886490821838
1733742434.6113775,3149,0.9922394752502441
1733742444.0873969,3199,0.9921264052391052
1733742453.5681229,3249,0.9921610951423645
1733742463.0635712,3299,0.9920870065689087
1733742472.5585072,3349,0.9920368790626526
1733742482.0407026,3399,0.9920941591262817
1733742491.528762,3449,0.9919847249984741
