Wall time,Step,Value
1733742501.0005064,3499,0.9920389652252197
1733742510.475459,3549,0.9920743107795715
1733742519.9519384,3599,0.9921172261238098
1733742529.4274478,3649,0.9921999573707581
1733742538.909435,3699,0.9921958446502686
1733742548.3954225,3749,0.9922299385070801
1733742557.885619,3799,0.9921952486038208
1733742567.3672478,3849,0.9922066926956177
1733742576.8335075,3899,0.9922537207603455
1733742586.3148518,3949,0.9922719597816467
1733742595.8163514,3999,0.9923154711723328
1733742605.3024476,4049,0.9923791289329529
1733742614.7892718,4099,0.9924152493476868
1733742624.2822287,4149,0.9924384951591492
1733742633.784618,4199,0.9924757480621338
1733742643.2711751,4249,0.992529034614563
1733742652.756368,4299,0.9925993084907532
1733742662.2513523,4349,0.99266517162323
1733742671.7263818,4399,0.9926990866661072
1733742681.2150116,4449,0.9927334785461426
1733742690.7189772,4499,0.9927588701248169
1733742700.2187152,4549,0.9927683472633362
1733742709.7148664,4599,0.9927850365638733
1733742719.221418,4649,0.9927986264228821
1733742728.7176077,4699,0.9928282499313354
1733742738.211847,4749,0.9928575754165649
1733742747.7115102,4799,0.9928836226463318
1733742757.2051516,4849,0.992902398109436
1733742766.6892707,4899,0.9929537177085876
1733742776.1866357,4949,0.9929839968681335
1733742785.6856413,4999,0.9930000305175781
1733742795.1862552,5049,0.9930071830749512
1733742804.702083,5099,0.9930523037910461
1733742814.2019577,5149,0.9930822849273682
1733742823.7061424,5199,0.9931119084358215
1733742833.2057526,5249,0.9931254982948303
1733742842.7121677,5299,0.9931305646896362
1733742899.3926115,5349,0.9944299459457397
1733742909.0336432,5399,0.9932124614715576
1733742918.6815155,5449,0.9939272403717041
1733742928.321293,5499,0.994260311126709
1733742937.967128,5549,0.9939977526664734
1733742947.6051683,5599,0.9940835237503052
1733742957.2537835,5649,0.9941084980964661
1733742966.887162,5699,0.9939915537834167
1733742976.5182343,5749,0.9941099286079407
1733742986.1410542,5799,0.9941501021385193
1733742995.7640352,5849,0.9941793084144592
1733743005.391787,5899,0.9942402839660645
1733743015.0037444,5949,0.9942408800125122
1733743024.6191435,5999,0.9942224025726318
1733743034.2387238,6049,0.9942078590393066
1733743043.8607621,6099,0.9941872358322144
1733743053.4848175,6149,0.9942004680633545
1733743063.1088507,6199,0.9941258430480957
1733743072.7281802,6249,0.9941702485084534
1733743082.3518646,6299,0.9941523671150208
1733743091.984773,6349,0.9941824078559875
1733743101.6171956,6399,0.9941467642784119
1733743111.2640052,6449,0.9941430687904358
1733743120.8880687,6499,0.9941437244415283
1733743130.5023801,6549,0.9941283464431763
1733743140.1252718,6599,0.9941409230232239
1733743149.7427,6649,0.9941251873970032
1733743159.3695445,6699,0.9941264390945435
1733743168.9870095,6749,0.9941595196723938
1733743178.6038787,6799,0.9941664338111877
1733743188.2250009,6849,0.9941708445549011
1733743197.8478863,6899,0.9941769242286682
1733743207.465378,6949,0.9941847324371338
1733743217.0814223,6999,0.9942014217376709
1733743226.7067392,7049,0.9941861629486084
1733743236.3432949,7099,0.994150698184967
1733743245.9712226,7149,0.9941650032997131
1733743255.605179,7199,0.9941846132278442
1733743265.2545607,7249,0.9941858053207397
1733743274.8981814,7299,0.9942101836204529
1733743284.5254881,7349,0.9942296743392944
1733743294.1524162,7399,0.9942183494567871
1733743303.783299,7449,0.9942488074302673
1733743313.4047985,7499,0.9942287802696228
1733743323.041094,7549,0.9942072629928589
1733743332.6808,7599,0.9942145347595215
1733743342.327686,7649,0.994229257106781
1733743351.9636147,7699,0.9942350387573242
1733743361.5912938,7749,0.9942585825920105
1733743371.2313414,7799,0.9942575097084045
1733743380.86554,7849,0.9942520260810852
1733743390.5138426,7899,0.9942708611488342
1733743400.155041,7949,0.9942658543586731
1733743409.7876332,7999,0.994295060634613
